"idArticle";"idProduct";"English Name";"Local Name";"Exp.";"Exp. Name";"Price";"Language";"Comments";"Amount";"onSale";"idCurrency";"Currency Code"
"1233898299";"294079";"60 Ultimate Guard Supreme UX Sleeves (Dark Gray)";"60 Ultimate Guard Supreme UX Sleeves (Dark Gray)";"YGPR";"Yugioh Products";"3.90";"2";"";"6";"1";"1";"EUR"
"1233896254";"294047";"60 Ultimate Guard Supreme UX Sleeves (Light Green)";"60 Ultimate Guard Supreme UX Sleeves (Light Green)";"YGPR";"Yugioh Products";"3.90";"2";"";"13";"1";"1";"EUR"
"1233897676";"294107";"60 Ultimate Guard Supreme UX Sleeves (Orange)";"60 Ultimate Guard Supreme UX Sleeves (Orange)";"YGPR";"Yugioh Products";"3.90";"2";"";"14";"1";"1";"EUR"
"1233896589";"294103";"60 Ultimate Guard Supreme UX Sleeves (Pink)";"60 Ultimate Guard Supreme UX Sleeves (Pink)";"YGPR";"Yugioh Products";"3.90";"2";"";"9";"1";"1";"EUR"
"1233895483";"294067";"60 Ultimate Guard Supreme UX Sleeves (Red)";"60 Ultimate Guard Supreme UX Sleeves (Red)";"YGPR";"Yugioh Products";"3.90";"2";"";"4";"1";"1";"EUR"
"1233898592";"294075";"60 Ultimate Guard Supreme UX Sleeves (Sand)";"60 Ultimate Guard Supreme UX Sleeves (Sand)";"YGPR";"Yugioh Products";"3.90";"2";"";"2";"1";"1";"EUR"
"1233896677";"294091";"60 Ultimate Guard Supreme UX Sleeves (Turquoise)";"60 Ultimate Guard Supreme UX Sleeves (Turquoise)";"YGPR";"Yugioh Products";"3.90";"2";"";"4";"1";"1";"EUR"
"1233898398";"294071";"60 Ultimate Guard Supreme UX Sleeves (Yellow)";"60 Ultimate Guard Supreme UX Sleeves (Yellow)";"YGPR";"Yugioh Products";"3.90";"2";"";"10";"1";"1";"EUR"
"1265481317";"548701";"Dark Magician Girl the Dragon Knight 9-Pocket Duelist Portfolio";"Dark Magician Girl the Dragon Knight 9-Pocket Duelist Portfolio";"YGPR";"Yugioh Products";"19.00";"2";"";"2";"1";"1";"EUR"
"1278460790";"579350";"I:P Masquerena 9-Pocket Duelist Portfolio";"I:P Masquerena 9-Pocket Duelist Portfolio";"YGPR";"Yugioh Products";"11.90";"2";"";"7";"1";"1";"EUR"
"1278460975";"579349";"I:P Masquerena Card Case";"I:P Masquerena Card Case";"YGPR";"Yugioh Products";"4.90";"2";"";"10";"1";"1";"EUR"
"1278461053";"579348";"I:P Masquerena Playmat";"I:P Masquerena Playmat";"YGPR";"Yugioh Products";"16.90";"2";"";"2";"1";"1";"EUR"
"1263206783";"261209";"Maxi Collection (Up to 1000 cards)";"Maxi Collection (Up to 1000 cards)";"YGPR";"Yugioh Products";"2.50";"2";"50 Communes";"93";"1";"1";"EUR"
"1263206866";"261209";"Maxi Collection (Up to 1000 cards)";"Maxi Collection (Up to 1000 cards)";"YGPR";"Yugioh Products";"4.00";"2";"100 Communes";"100";"1";"1";"EUR"
"1164518951";"261207";"Mini Collection (Up to 100 cards)";"Mini Collection (Up to 100 cards)";"YGPR";"Yugioh Products";"10.00";"2";"50 Ultra/Secret/Super";"30";"1";"1";"EUR"
"1164519411";"261207";"Mini Collection (Up to 100 cards)";"Mini Collection (Up to 100 cards)";"YGPR";"Yugioh Products";"2.50";"2";"50 COMMUNES FR";"91";"1";"1";"EUR"
"1164519621";"261207";"Mini Collection (Up to 100 cards)";"Mini Collection (Up to 100 cards)";"YGPR";"Yugioh Products";"4.00";"2";"100 COMMUNES FR";"60";"1";"1";"EUR"
"1265481268";"548721";"Slifer, Obelisk, & Ra 9-Pocket Duelist Portfolio";"Slifer, Obelisk, & Ra 9-Pocket Duelist Portfolio";"YGPR";"Yugioh Products";"12.50";"2";"";"4";"1";"1";"EUR"
"1199716713";"327193";"Starter Deck: Codebreaker";"Starter Deck: Codebreaker";"YS18";"Starter Deck: Codebreaker";"14.40";"2";"";"4";"1";"1";"EUR"
