abbreviation,rarity,count,condition,is_first_ed,language_id,product_id,id,comments,status,from,game_id,comments_special_cm,comments_special_ad,prix_a_envoyer,guid,price,comment_mkm
SDK,Common,2,GD,False,1,105867,0,,to_create,MEV_BDD,3,(08)YRG[01]-SDK-3GD-013-1-f-RG[01],(08)YRG[01]-SDK-3GD-013-1-f-RG[01]-105867,NaN,(08)YRG[01]-SDK-3GD-1-F-105867,NaN,(08)YRG[01]-SDK-3GD-013-1-f-RG[01]
SDJ,Common,1,EX,False,1,105971,0,,to_create,MEV_BDD,3,(08)YRG[01]-SDJ-2EX-033-1-f-RG[01],(08)YRG[01]-SDJ-2EX-033-1-f-RG[01]-105971,NaN,(08)YRG[01]-SDJ-2EX-1-F-105971,NaN,(08)YRG[01]-SDJ-2EX-033-1-f-RG[01]
SDJ,Common,1,GD,False,1,105971,0,,to_create,MEV_BDD,3,(08)YRG[01]-SDJ-3GD-033-1-f-RG[01],(08)YRG[01]-SDJ-3GD-033-1-f-RG[01]-105971,NaN,(08)YRG[01]-SDJ-3GD-1-F-105971,NaN,(08)YRG[01]-SDJ-3GD-033-1-f-RG[01]
DCR,Common,3,EX,False,2,106030,0,,to_create,MEV_BDD,3,(08)YRG[01]-DCR-2EX-028-2-f-RG[01],(08)YRG[01]-DCR-2EX-028-2-f-RG[01]-106030,NaN,(08)YRG[01]-DCR-2EX-2-F-106030,NaN,(08)YRG[01]-DCR-2EX-028-2-f-RG[01]
DCR,Common,2,NM,False,1,106030,0,,to_create,MEV_BDD,3,(08)YRG[01]-DCR-1NM-028-1-f-RG[01],(08)YRG[01]-DCR-1NM-028-1-f-RG[01]-106030,NaN,(08)YRG[01]-DCR-1NM-1-F-106030,NaN,(08)YRG[01]-DCR-1NM-028-1-f-RG[01]
DCR,Common,2,NM,False,2,106030,0,,to_create,MEV_BDD,3,(08)YRG[01]-DCR-1NM-028-2-f-RG[01],(08)YRG[01]-DCR-1NM-028-2-f-RG[01]-106030,NaN,(08)YRG[01]-DCR-1NM-2-F-106030,NaN,(08)YRG[01]-DCR-1NM-028-2-f-RG[01]
DR1,Common,3,EX,False,2,106053,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR1-2EX-097-2-f-RG[01],(08)YRG[01]-DR1-2EX-097-2-f-RG[01]-106053,NaN,(08)YRG[01]-DR1-2EX-2-F-106053,NaN,(08)YRG[01]-DR1-2EX-097-2-f-RG[01]
DR1,Common,3,GD,False,2,106053,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR1-3GD-097-2-f-RG[01],(08)YRG[01]-DR1-3GD-097-2-f-RG[01]-106053,NaN,(08)YRG[01]-DR1-3GD-2-F-106053,NaN,(08)YRG[01]-DR1-3GD-097-2-f-RG[01]
MFC,Common,2,LP,False,1,106054,0,,to_create,MEV_BDD,3,(08)YRG[01]-MFC-4LP-042-1-f-RG[01],(08)YRG[01]-MFC-4LP-042-1-f-RG[01]-106054,NaN,(08)YRG[01]-MFC-4LP-1-F-106054,NaN,(08)YRG[01]-MFC-4LP-042-1-f-RG[01]
DB1,Common,1,GD,False,1,106057,0,,to_create,MEV_BDD,3,(08)YRG[01]-DB1-3GD-071-1-f-RG[01],(08)YRG[01]-DB1-3GD-071-1-f-RG[01]-106057,NaN,(08)YRG[01]-DB1-3GD-1-F-106057,NaN,(08)YRG[01]-DB1-3GD-071-1-f-RG[01]
DCR,Common,8,EX,False,2,106067,0,,to_create,MEV_BDD,3,(08)YRG[01]-DCR-2EX-041-2-f-RG[01],(08)YRG[01]-DCR-2EX-041-2-f-RG[01]-106067,NaN,(08)YRG[01]-DCR-2EX-2-F-106067,NaN,(08)YRG[01]-DCR-2EX-041-2-f-RG[01]
DCR,Common,1,GD,False,1,106067,0,,to_create,MEV_BDD,3,(08)YRG[01]-DCR-3GD-041-1-f-RG[01],(08)YRG[01]-DCR-3GD-041-1-f-RG[01]-106067,NaN,(08)YRG[01]-DCR-3GD-1-F-106067,NaN,(08)YRG[01]-DCR-3GD-041-1-f-RG[01]
DB1,Common,2,GD,False,1,106069,0,,to_create,MEV_BDD,3,(08)YRG[01]-DB1-3GD-019-1-f-RG[01],(08)YRG[01]-DB1-3GD-019-1-f-RG[01]-106069,NaN,(08)YRG[01]-DB1-3GD-1-F-106069,NaN,(08)YRG[01]-DB1-3GD-019-1-f-RG[01]
PGD,Common,2,EX,False,1,106120,0,,to_create,MEV_BDD,3,(08)YRG[01]-PGD-2EX-049-1-f-RG[01],(08)YRG[01]-PGD-2EX-049-1-f-RG[01]-106120,NaN,(08)YRG[01]-PGD-2EX-1-F-106120,NaN,(08)YRG[01]-PGD-2EX-049-1-f-RG[01]
PGD,Common,1,GD,True,1,106120,0,,to_create,MEV_BDD,3,(08)YRG[01]-PGD-3GD-049-1-t-RG[01],(08)YRG[01]-PGD-3GD-049-1-t-RG[01]-106120,NaN,(08)YRG[01]-PGD-3GD-1-T-106120,NaN,(08)YRG[01]-PGD-3GD-049-1-t-RG[01]
SDP,Common,2,EX,False,1,106126,0,,to_create,MEV_BDD,3,(08)YRG[01]-SDP-2EX-041-1-f-RG[01],(08)YRG[01]-SDP-2EX-041-1-f-RG[01]-106126,NaN,(08)YRG[01]-SDP-2EX-1-F-106126,NaN,(08)YRG[01]-SDP-2EX-041-1-f-RG[01]
SDP,Common,1,NM,False,1,106126,0,,to_create,MEV_BDD,3,(08)YRG[01]-SDP-1NM-041-1-f-RG[01],(08)YRG[01]-SDP-1NM-041-1-f-RG[01]-106126,NaN,(08)YRG[01]-SDP-1NM-1-F-106126,NaN,(08)YRG[01]-SDP-1NM-041-1-f-RG[01]
SDP,Common,1,PL,False,1,106126,0,,to_create,MEV_BDD,3,(08)YRG[01]-SDP-5PL-041-1-f-RG[01],(08)YRG[01]-SDP-5PL-041-1-f-RG[01]-106126,NaN,(08)YRG[01]-SDP-5PL-1-F-106126,NaN,(08)YRG[01]-SDP-5PL-041-1-f-RG[01]
SDK,Common,1,EX,False,1,106134,0,,to_create,MEV_BDD,3,(08)YRG[01]-SDK-2EX-044-1-f-RG[01],(08)YRG[01]-SDK-2EX-044-1-f-RG[01]-106134,NaN,(08)YRG[01]-SDK-2EX-1-F-106134,NaN,(08)YRG[01]-SDK-2EX-044-1-f-RG[01]
MFC,Rare,1,GD,False,1,106159,0,,to_create,MEV_BDD,3,(08)YRG[01]-MFC-3GD-039-1-f-RG[01],(08)YRG[01]-MFC-3GD-039-1-f-RG[01]-106159,NaN,(08)YRG[01]-MFC-3GD-1-F-106159,NaN,(08)YRG[01]-MFC-3GD-039-1-f-RG[01]
SD6,Common,3,EX,True,2,106174,0,,to_create,MEV_BDD,3,(08)YRG[01]-SD6-2EX-011-2-t-RG[01],(08)YRG[01]-SD6-2EX-011-2-t-RG[01]-106174,NaN,(08)YRG[01]-SD6-2EX-2-T-106174,NaN,(08)YRG[01]-SD6-2EX-011-2-t-RG[01]
SD6,Common,5,GD,True,2,106174,0,,to_create,MEV_BDD,3,(08)YRG[01]-SD6-3GD-011-2-t-RG[01],(08)YRG[01]-SD6-3GD-011-2-t-RG[01]-106174,NaN,(08)YRG[01]-SD6-3GD-2-T-106174,NaN,(08)YRG[01]-SD6-3GD-011-2-t-RG[01]
SD6,Common,1,LP,True,2,106174,0,,to_create,MEV_BDD,3,(08)YRG[01]-SD6-4LP-011-2-t-RG[01],(08)YRG[01]-SD6-4LP-011-2-t-RG[01]-106174,NaN,(08)YRG[01]-SD6-4LP-2-T-106174,NaN,(08)YRG[01]-SD6-4LP-011-2-t-RG[01]
SD6,Common,5,NM,True,2,106174,0,,to_create,MEV_BDD,3,(08)YRG[01]-SD6-1NM-011-2-t-RG[01],(08)YRG[01]-SD6-1NM-011-2-t-RG[01]-106174,NaN,(08)YRG[01]-SD6-1NM-2-T-106174,NaN,(08)YRG[01]-SD6-1NM-011-2-t-RG[01]
DCR,Common,5,EX,False,2,106183,0,,to_create,MEV_BDD,3,(08)YRG[01]-DCR-2EX-037-2-f-RG[01],(08)YRG[01]-DCR-2EX-037-2-f-RG[01]-106183,NaN,(08)YRG[01]-DCR-2EX-2-F-106183,NaN,(08)YRG[01]-DCR-2EX-037-2-f-RG[01]
DCR,Common,1,GD,False,1,106183,0,,to_create,MEV_BDD,3,(08)YRG[01]-DCR-3GD-037-1-f-RG[01],(08)YRG[01]-DCR-3GD-037-1-f-RG[01]-106183,NaN,(08)YRG[01]-DCR-3GD-1-F-106183,NaN,(08)YRG[01]-DCR-3GD-037-1-f-RG[01]
DR1,Common,3,EX,False,2,106184,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR1-2EX-199-2-f-RG[01],(08)YRG[01]-DR1-2EX-199-2-f-RG[01]-106184,NaN,(08)YRG[01]-DR1-2EX-2-F-106184,NaN,(08)YRG[01]-DR1-2EX-199-2-f-RG[01]
DR1,Common,1,LP,False,1,106184,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR1-4LP-199-1-f-RG[01],(08)YRG[01]-DR1-4LP-199-1-f-RG[01]-106184,NaN,(08)YRG[01]-DR1-4LP-1-F-106184,NaN,(08)YRG[01]-DR1-4LP-199-1-f-RG[01]
DR1,Common,1,LP,False,2,106184,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR1-4LP-199-2-f-RG[01],(08)YRG[01]-DR1-4LP-199-2-f-RG[01]-106184,NaN,(08)YRG[01]-DR1-4LP-2-F-106184,NaN,(08)YRG[01]-DR1-4LP-199-2-f-RG[01]
DR1,Common,1,NM,False,2,106184,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR1-1NM-199-2-f-RG[01],(08)YRG[01]-DR1-1NM-199-2-f-RG[01]-106184,NaN,(08)YRG[01]-DR1-1NM-2-F-106184,NaN,(08)YRG[01]-DR1-1NM-199-2-f-RG[01]
DB1,Common,2,GD,False,1,106241,0,,to_create,MEV_BDD,3,(08)YRG[01]-DB1-3GD-112-1-f-RG[01],(08)YRG[01]-DB1-3GD-112-1-f-RG[01]-106241,NaN,(08)YRG[01]-DB1-3GD-1-F-106241,NaN,(08)YRG[01]-DB1-3GD-112-1-f-RG[01]
DB1,Common,1,GD,False,1,106242,0,,to_create,MEV_BDD,3,(08)YRG[01]-DB1-3GD-060-1-f-RG[01],(08)YRG[01]-DB1-3GD-060-1-f-RG[01]-106242,NaN,(08)YRG[01]-DB1-3GD-1-F-106242,NaN,(08)YRG[01]-DB1-3GD-060-1-f-RG[01]
SDK,Common,3,GD,False,1,106262,0,,to_create,MEV_BDD,3,(08)YRG[01]-SDK-3GD-010-1-f-RG[01],(08)YRG[01]-SDK-3GD-010-1-f-RG[01]-106262,NaN,(08)YRG[01]-SDK-3GD-1-F-106262,NaN,(08)YRG[01]-SDK-3GD-010-1-f-RG[01]
SDP,Common,1,EX,False,1,106263,0,,to_create,MEV_BDD,3,(08)YRG[01]-SDP-2EX-006-1-f-RG[01],(08)YRG[01]-SDP-2EX-006-1-f-RG[01]-106263,NaN,(08)YRG[01]-SDP-2EX-1-F-106263,NaN,(08)YRG[01]-SDP-2EX-006-1-f-RG[01]
SDP,Common,1,GD,False,1,106263,0,,to_create,MEV_BDD,3,(08)YRG[01]-SDP-3GD-006-1-f-RG[01],(08)YRG[01]-SDP-3GD-006-1-f-RG[01]-106263,NaN,(08)YRG[01]-SDP-3GD-1-F-106263,NaN,(08)YRG[01]-SDP-3GD-006-1-f-RG[01]
DR1,Common,3,EX,False,2,106306,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR1-2EX-229-2-f-RG[01],(08)YRG[01]-DR1-2EX-229-2-f-RG[01]-106306,NaN,(08)YRG[01]-DR1-2EX-2-F-106306,NaN,(08)YRG[01]-DR1-2EX-229-2-f-RG[01]
DR1,Common,1,GD,False,2,106306,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR1-3GD-229-2-f-RG[01],(08)YRG[01]-DR1-3GD-229-2-f-RG[01]-106306,NaN,(08)YRG[01]-DR1-3GD-2-F-106306,NaN,(08)YRG[01]-DR1-3GD-229-2-f-RG[01]
DR1,Common,2,NM,False,2,106306,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR1-1NM-229-2-f-RG[01],(08)YRG[01]-DR1-1NM-229-2-f-RG[01]-106306,NaN,(08)YRG[01]-DR1-1NM-2-F-106306,NaN,(08)YRG[01]-DR1-1NM-229-2-f-RG[01]
DB1,Common,1,GD,False,1,106377,0,,to_create,MEV_BDD,3,(08)YRG[01]-DB1-3GD-151-1-f-RG[01],(08)YRG[01]-DB1-3GD-151-1-f-RG[01]-106377,NaN,(08)YRG[01]-DB1-3GD-1-F-106377,NaN,(08)YRG[01]-DB1-3GD-151-1-f-RG[01]
SD6,Common,6,EX,True,2,106382,0,,to_create,MEV_BDD,3,(08)YRG[01]-SD6-2EX-013-2-t-RG[01],(08)YRG[01]-SD6-2EX-013-2-t-RG[01]-106382,NaN,(08)YRG[01]-SD6-2EX-2-T-106382,NaN,(08)YRG[01]-SD6-2EX-013-2-t-RG[01]
SD6,Common,1,GD,True,2,106382,0,,to_create,MEV_BDD,3,(08)YRG[01]-SD6-3GD-013-2-t-RG[01],(08)YRG[01]-SD6-3GD-013-2-t-RG[01]-106382,NaN,(08)YRG[01]-SD6-3GD-2-T-106382,NaN,(08)YRG[01]-SD6-3GD-013-2-t-RG[01]
SD6,Common,9,NM,True,2,106382,0,,to_create,MEV_BDD,3,(08)YRG[01]-SD6-1NM-013-2-t-RG[01],(08)YRG[01]-SD6-1NM-013-2-t-RG[01]-106382,NaN,(08)YRG[01]-SD6-1NM-2-T-106382,NaN,(08)YRG[01]-SD6-1NM-013-2-t-RG[01]
DCR,Rare,1,EX,False,2,106388,0,,to_create,MEV_BDD,3,(08)YRG[01]-DCR-2EX-035-2-f-RG[01],(08)YRG[01]-DCR-2EX-035-2-f-RG[01]-106388,NaN,(08)YRG[01]-DCR-2EX-2-F-106388,NaN,(08)YRG[01]-DCR-2EX-035-2-f-RG[01]
DCR,Rare,1,NM,False,1,106388,0,,to_create,MEV_BDD,3,(08)YRG[01]-DCR-1NM-035-1-f-RG[01],(08)YRG[01]-DCR-1NM-035-1-f-RG[01]-106388,NaN,(08)YRG[01]-DCR-1NM-1-F-106388,NaN,(08)YRG[01]-DCR-1NM-035-1-f-RG[01]
PGD,Rare,1,GD,True,1,106412,0,,to_create,MEV_BDD,3,(08)YRG[01]-PGD-3GD-072-1-t-RG[01],(08)YRG[01]-PGD-3GD-072-1-t-RG[01]-106412,NaN,(08)YRG[01]-PGD-3GD-1-T-106412,NaN,(08)YRG[01]-PGD-3GD-072-1-t-RG[01]
PGD,Rare,1,NM,False,1,106412,0,,to_create,MEV_BDD,3,(08)YRG[01]-PGD-1NM-072-1-f-RG[01],(08)YRG[01]-PGD-1NM-072-1-f-RG[01]-106412,NaN,(08)YRG[01]-PGD-1NM-1-F-106412,NaN,(08)YRG[01]-PGD-1NM-072-1-f-RG[01]
PGD,Common,1,EX,False,1,106471,0,,to_create,MEV_BDD,3,(08)YRG[01]-PGD-2EX-071-1-f-RG[01],(08)YRG[01]-PGD-2EX-071-1-f-RG[01]-106471,NaN,(08)YRG[01]-PGD-2EX-1-F-106471,NaN,(08)YRG[01]-PGD-2EX-071-1-f-RG[01]
PGD,Common,1,NM,False,1,106471,0,,to_create,MEV_BDD,3,(08)YRG[01]-PGD-1NM-071-1-f-RG[01],(08)YRG[01]-PGD-1NM-071-1-f-RG[01]-106471,NaN,(08)YRG[01]-PGD-1NM-1-F-106471,NaN,(08)YRG[01]-PGD-1NM-071-1-f-RG[01]
DR3,Common,1,NM,False,1,107146,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR3-1NM-136-1-f-RG[01],(08)YRG[01]-DR3-1NM-136-1-f-RG[01]-107146,NaN,(08)YRG[01]-DR3-1NM-1-F-107146,NaN,(08)YRG[01]-DR3-1NM-136-1-f-RG[01]
DR3,Common,1,NM,False,2,107146,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR3-1NM-136-2-f-RG[01],(08)YRG[01]-DR3-1NM-136-2-f-RG[01]-107146,NaN,(08)YRG[01]-DR3-1NM-2-F-107146,NaN,(08)YRG[01]-DR3-1NM-136-2-f-RG[01]
DR04,Common,1,EX,False,1,107261,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-2EX-011-1-f-RG[01],(08)YRG[01]-DR04-2EX-011-1-f-RG[01]-107261,NaN,(08)YRG[01]-DR04-2EX-1-F-107261,NaN,(08)YRG[01]-DR04-2EX-011-1-f-RG[01]
DR04,Common,1,EX,False,1,107272,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-2EX-022-1-f-RG[01],(08)YRG[01]-DR04-2EX-022-1-f-RG[01]-107272,NaN,(08)YRG[01]-DR04-2EX-1-F-107272,NaN,(08)YRG[01]-DR04-2EX-022-1-f-RG[01]
DR04,Common,1,NM,False,1,107280,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-030-1-f-RG[01],(08)YRG[01]-DR04-1NM-030-1-f-RG[01]-107280,NaN,(08)YRG[01]-DR04-1NM-1-F-107280,NaN,(08)YRG[01]-DR04-1NM-030-1-f-RG[01]
DR04,Common,1,NM,False,1,107292,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-042-1-f-RG[01],(08)YRG[01]-DR04-1NM-042-1-f-RG[01]-107292,NaN,(08)YRG[01]-DR04-1NM-1-F-107292,NaN,(08)YRG[01]-DR04-1NM-042-1-f-RG[01]
DR04,Common,1,EX,False,1,107293,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-2EX-043-1-f-RG[01],(08)YRG[01]-DR04-2EX-043-1-f-RG[01]-107293,NaN,(08)YRG[01]-DR04-2EX-1-F-107293,NaN,(08)YRG[01]-DR04-2EX-043-1-f-RG[01]
DR04,Common,1,NM,False,1,107310,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-060-1-f-RG[01],(08)YRG[01]-DR04-1NM-060-1-f-RG[01]-107310,NaN,(08)YRG[01]-DR04-1NM-1-F-107310,NaN,(08)YRG[01]-DR04-1NM-060-1-f-RG[01]
DR04,Common,1,NM,False,1,107311,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-061-1-f-RG[01],(08)YRG[01]-DR04-1NM-061-1-f-RG[01]-107311,NaN,(08)YRG[01]-DR04-1NM-1-F-107311,NaN,(08)YRG[01]-DR04-1NM-061-1-f-RG[01]
DR04,Common,2,NM,False,1,107319,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-069-1-f-RG[01],(08)YRG[01]-DR04-1NM-069-1-f-RG[01]-107319,NaN,(08)YRG[01]-DR04-1NM-1-F-107319,NaN,(08)YRG[01]-DR04-1NM-069-1-f-RG[01]
DR04,Common,1,NM,False,1,107320,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-070-1-f-RG[01],(08)YRG[01]-DR04-1NM-070-1-f-RG[01]-107320,NaN,(08)YRG[01]-DR04-1NM-1-F-107320,NaN,(08)YRG[01]-DR04-1NM-070-1-f-RG[01]
DR04,Common,1,EX,False,1,107336,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-2EX-086-1-f-RG[01],(08)YRG[01]-DR04-2EX-086-1-f-RG[01]-107336,NaN,(08)YRG[01]-DR04-2EX-1-F-107336,NaN,(08)YRG[01]-DR04-2EX-086-1-f-RG[01]
DR04,Common,1,NM,False,1,107349,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-099-1-f-RG[01],(08)YRG[01]-DR04-1NM-099-1-f-RG[01]-107349,NaN,(08)YRG[01]-DR04-1NM-1-F-107349,NaN,(08)YRG[01]-DR04-1NM-099-1-f-RG[01]
DR04,Common,1,EX,False,1,107352,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-2EX-102-1-f-RG[01],(08)YRG[01]-DR04-2EX-102-1-f-RG[01]-107352,NaN,(08)YRG[01]-DR04-2EX-1-F-107352,NaN,(08)YRG[01]-DR04-2EX-102-1-f-RG[01]
DR04,Common,1,GD,False,1,107352,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-3GD-102-1-f-RG[01],(08)YRG[01]-DR04-3GD-102-1-f-RG[01]-107352,NaN,(08)YRG[01]-DR04-3GD-1-F-107352,NaN,(08)YRG[01]-DR04-3GD-102-1-f-RG[01]
DR04,Common,1,NM,False,1,107353,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-103-1-f-RG[01],(08)YRG[01]-DR04-1NM-103-1-f-RG[01]-107353,NaN,(08)YRG[01]-DR04-1NM-1-F-107353,NaN,(08)YRG[01]-DR04-1NM-103-1-f-RG[01]
DR04,Common,1,EX,False,1,107354,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-2EX-104-1-f-RG[01],(08)YRG[01]-DR04-2EX-104-1-f-RG[01]-107354,NaN,(08)YRG[01]-DR04-2EX-1-F-107354,NaN,(08)YRG[01]-DR04-2EX-104-1-f-RG[01]
DR04,Common,1,NM,False,1,107357,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-107-1-f-RG[01],(08)YRG[01]-DR04-1NM-107-1-f-RG[01]-107357,NaN,(08)YRG[01]-DR04-1NM-1-F-107357,NaN,(08)YRG[01]-DR04-1NM-107-1-f-RG[01]
DR04,Common,1,EX,False,1,107359,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-2EX-109-1-f-RG[01],(08)YRG[01]-DR04-2EX-109-1-f-RG[01]-107359,NaN,(08)YRG[01]-DR04-2EX-1-F-107359,NaN,(08)YRG[01]-DR04-2EX-109-1-f-RG[01]
DR04,Common,1,NM,False,1,107360,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-110-1-f-RG[01],(08)YRG[01]-DR04-1NM-110-1-f-RG[01]-107360,NaN,(08)YRG[01]-DR04-1NM-1-F-107360,NaN,(08)YRG[01]-DR04-1NM-110-1-f-RG[01]
DR04,Common,1,EX,False,1,107368,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-2EX-118-1-f-RG[01],(08)YRG[01]-DR04-2EX-118-1-f-RG[01]-107368,NaN,(08)YRG[01]-DR04-2EX-1-F-107368,NaN,(08)YRG[01]-DR04-2EX-118-1-f-RG[01]
DR04,Common,1,NM,False,1,107382,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-132-1-f-RG[01],(08)YRG[01]-DR04-1NM-132-1-f-RG[01]-107382,NaN,(08)YRG[01]-DR04-1NM-1-F-107382,NaN,(08)YRG[01]-DR04-1NM-132-1-f-RG[01]
DR04,Common,1,NM,False,1,107386,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-136-1-f-RG[01],(08)YRG[01]-DR04-1NM-136-1-f-RG[01]-107386,NaN,(08)YRG[01]-DR04-1NM-1-F-107386,NaN,(08)YRG[01]-DR04-1NM-136-1-f-RG[01]
DR04,Common,1,NM,False,1,107390,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-140-1-f-RG[01],(08)YRG[01]-DR04-1NM-140-1-f-RG[01]-107390,NaN,(08)YRG[01]-DR04-1NM-1-F-107390,NaN,(08)YRG[01]-DR04-1NM-140-1-f-RG[01]
DR04,Common,1,NM,False,1,107396,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-146-1-f-RG[01],(08)YRG[01]-DR04-1NM-146-1-f-RG[01]-107396,NaN,(08)YRG[01]-DR04-1NM-1-F-107396,NaN,(08)YRG[01]-DR04-1NM-146-1-f-RG[01]
DR04,Common,1,NM,False,1,107399,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-149-1-f-RG[01],(08)YRG[01]-DR04-1NM-149-1-f-RG[01]-107399,NaN,(08)YRG[01]-DR04-1NM-1-F-107399,NaN,(08)YRG[01]-DR04-1NM-149-1-f-RG[01]
DR04,Common,1,NM,False,1,107407,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-157-1-f-RG[01],(08)YRG[01]-DR04-1NM-157-1-f-RG[01]-107407,NaN,(08)YRG[01]-DR04-1NM-1-F-107407,NaN,(08)YRG[01]-DR04-1NM-157-1-f-RG[01]
DR04,Rare,1,NM,False,1,107410,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-160-1-f-RG[01],(08)YRG[01]-DR04-1NM-160-1-f-RG[01]-107410,NaN,(08)YRG[01]-DR04-1NM-1-F-107410,NaN,(08)YRG[01]-DR04-1NM-160-1-f-RG[01]
DR04,Common,1,NM,False,1,107416,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-166-1-f-RG[01],(08)YRG[01]-DR04-1NM-166-1-f-RG[01]-107416,NaN,(08)YRG[01]-DR04-1NM-1-F-107416,NaN,(08)YRG[01]-DR04-1NM-166-1-f-RG[01]
DR04,Common,1,NM,False,1,107418,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-168-1-f-RG[01],(08)YRG[01]-DR04-1NM-168-1-f-RG[01]-107418,NaN,(08)YRG[01]-DR04-1NM-1-F-107418,NaN,(08)YRG[01]-DR04-1NM-168-1-f-RG[01]
DR04,Common,1,NM,False,1,107420,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-170-1-f-RG[01],(08)YRG[01]-DR04-1NM-170-1-f-RG[01]-107420,NaN,(08)YRG[01]-DR04-1NM-1-F-107420,NaN,(08)YRG[01]-DR04-1NM-170-1-f-RG[01]
DR04,Common,1,NM,False,1,107424,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-174-1-f-RG[01],(08)YRG[01]-DR04-1NM-174-1-f-RG[01]-107424,NaN,(08)YRG[01]-DR04-1NM-1-F-107424,NaN,(08)YRG[01]-DR04-1NM-174-1-f-RG[01]
DR04,Common,1,NM,False,1,107440,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-190-1-f-RG[01],(08)YRG[01]-DR04-1NM-190-1-f-RG[01]-107440,NaN,(08)YRG[01]-DR04-1NM-1-F-107440,NaN,(08)YRG[01]-DR04-1NM-190-1-f-RG[01]
DR04,Common,1,NM,False,1,107447,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-197-1-f-RG[01],(08)YRG[01]-DR04-1NM-197-1-f-RG[01]-107447,NaN,(08)YRG[01]-DR04-1NM-1-F-107447,NaN,(08)YRG[01]-DR04-1NM-197-1-f-RG[01]
DR04,Common,1,NM,False,1,107456,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-206-1-f-RG[01],(08)YRG[01]-DR04-1NM-206-1-f-RG[01]-107456,NaN,(08)YRG[01]-DR04-1NM-1-F-107456,NaN,(08)YRG[01]-DR04-1NM-206-1-f-RG[01]
DR04,Common,1,GD,False,1,107457,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-3GD-207-1-f-RG[01],(08)YRG[01]-DR04-3GD-207-1-f-RG[01]-107457,NaN,(08)YRG[01]-DR04-3GD-1-F-107457,NaN,(08)YRG[01]-DR04-3GD-207-1-f-RG[01]
DR04,Common,1,EX,False,1,107460,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-2EX-210-1-f-RG[01],(08)YRG[01]-DR04-2EX-210-1-f-RG[01]-107460,NaN,(08)YRG[01]-DR04-2EX-1-F-107460,NaN,(08)YRG[01]-DR04-2EX-210-1-f-RG[01]
DR04,Common,1,NM,False,1,107460,0,,to_create,MEV_BDD,3,(08)YRG[01]-DR04-1NM-210-1-f-RG[01],(08)YRG[01]-DR04-1NM-210-1-f-RG[01]-107460,NaN,(08)YRG[01]-DR04-1NM-1-F-107460,NaN,(08)YRG[01]-DR04-1NM-210-1-f-RG[01]
